,异常类型,异常类型细项,问题现象,故障组件,形成原因,形成原因细类,原因分析,故障处理过程
296,信息系统运行异常,不影响用户使用但系统有告警,5月30日9:25，工会班组系统IMS健康运行时长及在线用户数指标中断，URL探测正常。10:00，监控指标自动恢复正常,数据库软件,软件设计缺陷,SQL语句不合理,经查，故障原因为各省公司在月底对考核数据进行集中统计分析，导致系统压力过大，IMS取数超时。,0
297,信息系统接口异常,系统告警但不影响用户使用,9月26日15:10-16:45，国网信通调度监控发现国网华东分部财务管控、指挥1.0、生产管理、交易1.0、TMS共计5个系统监控状态异常，期间系统均健康运行时长及在线用户数指标中断，URL探测正常。,网络,运行维护不当,检修操作不当,30日白班联系确定此故障为东北分部I6000切割引起，不算为华东分部故障，完结。,
298,信息系统运行异常,不影响用户使用但系统有告警,11月2日13:05-13:35、14:20-18:20，国网信通调度监控发现总部统一密钥管理系统IMS健康运行时长及在线用户数指标缺失，URL探测异常。经运检中心应急处置后，监控指标及系统探测恢复正常。,应用软件,运行维护不当,内存溢出,在系统运行过程中，jdk的libjvm.so库发生异常，引起jvm异常，导致统一密钥系统服务down掉，并引起系统告警。,服务启动后登录页面显示不全，发现启动脚本中没有设置后台启动，手动执行后台启动服务，更换IE版本，指标取数正常，URL探测正常，告警恢复。
299,信息系统运行异常,信息系统侧IMS接口非计划不可用,3月22日4:05-4:35，国网黑龙江电力资产全寿命系统监控状态异常。期间，系统健康运行时长、在线用户数指标及URL探测中断。,主机,运行维护不当,内存溢出,经查，系统初始设置内存较小，weblogic堆栈内存溢出，系统运行不稳定。重启接口服务，系统指标恢复正常。,重启接口服务
300,信息系统监控接口异常,信息系统侧IMS接口非计划不可用,3月31日00:30-00:50，国网信通调度监控发现国网上海电力凭证协同系统监控异常。期间，系统健康运行时长及在线用户数指标缺失，URL探测正常。,主机,运行维护不当,cpu负载高,经查，服务器长时间运行，未及时释放缓存，同时财务月结业务量较大，导致的缓存空间不足，影响了接口程序。清理缓存系统恢复正常。,清理缓存
301,信息系统运行异常,系统部分功能非计划不可用,"4月29日11:47，国网信通调度接到凭证协同项目组申告，凭证协同系统服务异常导致用户无法正常进行月结。
",主机,运行维护不当,原因不详细,"12:40，经运检中心重启SAP集成服务后，系统功能恢复正常。经查，故障原因为凭证协同系统当天业务量大，调用SAP CE资源频繁；同时，由于财务竣工决算系统也部署在该SAP CE服务上，导致服务器压力较大，系统SAP CE服务不能正常使用。后续计划通过扩容解决该问题。
",0
302,信息系统监控接口异常,不影响用户使用但系统有告警,8月26日8:15，国网信通调度监控发现直属单位所有系统IMS健康运行时长及在线用户数指标中断，URL探测异常，系统可正常访问。8:40，经运检中心重启直属单位IMS级联服务后，所有系统监控指标及URL探测均恢复正常，期间丢失数据已补齐。,数据库软件,软件设计缺陷,数据库bug,经查，故障原因为oracle bug引起直属单位IMS系统数据库自动重启，导致主级联程序连接数据库失败，备用级联程序探测到主级联程序处于运行状态后未启动，造成指标与系统探测中断。已通过调整会话等待时间与关闭数据库中易引发bug的无用进程进行消缺。,0
303,信息系统监控接口异常,IMS系统数据接口非计划中断,3月12日16:10-16:55，国网浙江电力所有系统监控状态异常。期间，系统URL探测异常，在线用户数与健康运行时长指标正常。,应用软件,运行维护不当,应用端数据库连接数满,经查，由于I6000一侧探测程序运行时间过长，导致程序占用CPU超过配置文件设定的CPU资源数量，引发探测程序异常，探测指标丢失，从而引发I6000系统气泡图变红告警。紧急重启探测程序后，系统指标恢复正常。,紧急重启探测程序
304,信息系统运行异常,网络非计划停运,"9月11日01:30-02:15，03:10-04:05, 国网信通调度监控发现国网江西公司所有系统健康运行时长及在线用户数指标中断，URL探测异常。经验证被监控系统可以正常访问。",网络,运行维护不当,检修操作不当,经查，故障原因为9月9日开展省网数据通信网区域融合、CE设备下沉检修后，未重启核心交换机更新路由表策略，导致路由转发异常，出现上述监控指标异常。,
305,信息系统运行异常,不影响用户使用但系统有告警,12月7日10:10，总部企协对标系统IMS健康运行时长及在线用户数指标缺失，URL探测正常。10:50，经运检中心重启数据库网关后，监控指标恢复正常。,数据库软件,软件设计缺陷,数据库BUG,nbase数据库bug，导致数据库集群keepalive进程异常停止，数据库无法ping通，应用无法连接数据库，造成IMS指标中断。,
306,信息系统运行异常,不影响用户使用但系统有告警,"3月24日9:40，国网信通调度监控发现一级部署农电管理系统IMS健康运行时长与在线用户数指标缺失，URL探测正常。
",数据库软件,软件设计缺陷,数据表索引设计不合理,数据库中表索引不合理，大量进程并发执行update语句时导致数据表被锁死，无法释放连接资源，数据库连接数满，应用节点无法连接数据库。,扩大数据源连接池资源。
307,信息系统运行异常,不影响用户使用但系统有告警,7月14日18:55-19:40，国网福建公司所有系统IMS监控状态异常。期间，期间，所有系统URL探测异常、健康运行时间与在线用户数指标缺失。,主机,运行维护不当,内存溢出,经查，故障原因为近期I6000系统与综合网管进行监控设备数据核对，综合网管向I6000系统推送大量设备性能信息，导致数据量突然增大，导致内存耗尽，影响后续其它指标正常采集写入，从而影响数据写入I6000实时库MongDB及关系库Oracle，从而影响前台监测展示及指标级联。,
308,信息系统运行异常,不影响用户使用但系统有告警,3月23日15:25，国网信通调度监控发现电子商务平台IMS健康运行时长与在线用户数指标缺失，URL探测正常。15:50，系统监控自动恢复正常,数据库软件,运行维护不当,cpu负载高,"经查，故障原因为电子商务平台更新数据的SQL语句执行造成数据库集群等待时间过长和IO读写频率过高，语句单次执行时间超时，导致指标中断。计划在后续版本升级的检修中，对语句问题进行修复。
",0
309,信息系统运行异常,系统部分功能非计划不可用,4月18日08:55，国网信通调度接到7186申告，一级部署内网邮件部分用户通过邮件客户端无法收取邮件，网页登录及收发邮件正常。初步判断故障原因为一组MS服务连接存储缓慢，11:45，运检中心关闭该组MS服务上写操作功能，14:11，经7186联系用户验证，系统恢复正常。,存储,运行维护不当,响应慢,一组MS服务连接存储缓慢，造成大量用户请求任务堆积，无法及时响应用户请求。,关闭该组MS服务上写操作功能，系统恢复正常。
310,信息系统运行异常,不影响用户使用但系统有告警,9月11日14:20，国网信通调度监控发现一级部署经法系统IMS健康运行时长及在线用户数指标中断，URL探测正常。15:10，经运检中心重启应用节点后，系统指标恢复正常。,数据库软件,软件设计缺陷,数据表索引设计不合理,数据库中存在较多对全表扫描的SQL语句，影响数据库性能，导致IMS接口程序在执行取数SQL时，不能在规定时间内返回数据至IMS系统，监控指标出现闪断现象。,重启各应用节点，系统恢复正常。
